1:69511:69511	NM_001005484
2:163128824:163128824	NM_022168
2:165476253:165476253	NM_004490
2:165586466:165586466	NM_001278458
2:165994476:165994476	NM_001081676
2:165994476:165994476	NM_006922
2:166788336:166788336	NM_024753
2:166797646:166797646	NM_024753
2:167298131:167298131	NM_002976
2:169721377:169721377	NM_001039724
2:169764176:169764176	NM_021176
2:169830328:169830328	NM_003742
2:169997051:169997051	NM_004525
2:170003432:170003432	NM_004525
2:170010985:170010985	NM_004525
2:170025083:170025083	NM_004525
2:170032989:170032989	NM_004525
2:170070348:170070348	NM_004525
2:170088351:170088351	NM_004525
2:170092395:170092395	NM_004525
2:170099473:170099473	NM_004525
2:170103336:170103336	NM_004525
2:170103351:170103351	NM_004525
2:170115588:170115588	NM_004525
2:170115672:170115672	NM_004525
2:170129528:170129528	NM_004525
2:170218847:170218847	NM_004525
2:170367099:170367099	NM_006063
2:170387940:170387940	NM_024622
2:170403030:170403030	NM_024622
2:170411693:170411693	NM_024622
2:170493103:170493103	NM_004792
2:170493863:170493863	NM_004792
2:170605981:170605981	NM_001199290
2:171260787:171260787	NM_138995
2:171260820:171260820	NM_138995
2:171355198:171355198	NM_138995
2:171356274:171356274	NM_138995
2:171572940:171572940	NM_001003845
2:171678625:171678625	NM_000817
2:171822466:171822466	NM_001201428
2:171822466:171822466	NM_015530
2:172411273:172411273	NM_001256909
2:172725301:172725301	NM_003705
2:172966250:172966250	NM_004405
2:174128513:174128513	NM_016653
2:175300997:175300997	NM_001033045
2:177036754:177036754	NM_006898
2:178417225:178417225	NM_152517
2:178481818:178481818	NM_152275
2:178482094:178482094	NM_152275
2:178494173:178494173	NM_001077197
2:178682603:178682603	NM_001077197
2:178740622:178740622	NM_001077197
2:178936373:178936373	NM_016953
2:178936614:178936614	NM_016953
2:179203797:179203797	NM_032523
2:179395067:179395067	NM_133437
2:179432185:179432185	NM_133437
2:179440029:179440029	NM_133437
2:179441386:179441386	NM_133437
2:179444768:179444768	NM_133437
2:179462494:179462494	NM_133437
2:179545859:179545859	NM_001256850
2:179545859:179545859	NM_133378
2:179554305:179554305	NM_001256850
2:179554305:179554305	NM_133378
2:179585266:179585266	NM_001256850
2:179585266:179585266	NM_133378
2:179600563:179600563	NM_001256850
2:179600563:179600563	NM_133378
2:179615887:179615887	NM_133379
2:179615931:179615931	NM_133379
2:179620951:179620951	NM_133437
2:179621477:179621477	NM_133437
2:179623758:179623758	NM_133437
2:179629363:179629363	NM_133437
2:179629461:179629461	NM_133437
2:179644035:179644035	NM_133437
2:179644855:179644855	NM_133437
2:179650701:179650701	NM_133437
2:179702268:179702268	NM_173648
2:179721046:179721046	NM_173648
2:179770175:179770175	NM_173648
2:179783470:179783470	NM_173648
2:179979930:179979930	NM_178123
2:179986553:179986553	NM_178123
2:180047908:180047908	NM_178123
2:180308028:180308028	NM_152520
2:182374534:182374534	NM_000885
2:182395345:182395345	NM_000885
2:182399097:182399097	NM_000885
2:182399638:182399638	NM_000885
2:182543455:182543455	NM_002500
2:183584755:183584755	NM_001271581
2:183584755:183584755	NM_018981
2:183593697:183593697	NM_001271581
2:183593697:183593697	NM_018981
2:183622547:183622547	NM_001271581
2:183622547:183622547	NM_018981
2:183627504:183627504	NM_001271581
2:183627504:183627504	NM_018981
2:183699584:183699584	NM_001463
2:183799558:183799558	NM_013436
2:183799558:183799558	NM_205842
2:183848053:183848053	NM_013436
2:183848053:183848053	NM_205842
2:185800905:185800905	NM_194250
2:185801559:185801559	NM_194250
2:185801597:185801597	NM_194250
2:185801747:185801747	NM_194250
2:185801755:185801755	NM_194250
2:185801756:185801756	NM_194250
2:185802363:185802363	NM_194250
2:186625770:186625770	NM_173651
2:186627943:186627943	NM_173651
2:186654592:186654592	NM_173651
2:186655726:186655726	NM_173651
2:186656657:186656657	NM_173651
2:186656956:186656956	NM_173651
2:186657089:186657089	NM_173651
2:186658438:186658438	NM_173651
2:186664473:186664473	NM_173651
2:186664963:186664963	NM_173651
2:186665824:186665824	NM_173651
2:186667121:186667121	NM_173651
2:186670104:186670104	NM_173651
2:186670780:186670780	NM_173651
2:186670979:186670979	NM_173651
2:186671357:186671357	NM_173651
2:186671912:186671912	NM_173651
2:186672527:186672527	NM_173651
2:186697876:186697876	NM_173651
2:187532417:187532417	NM_002210
2:187558960:187558960	NM_177454
2:188250301:188250301	NM_005795
2:189875421:189875421	NM_000090
2:189904203:189904203	NM_000393
2:189907937:189907937	NM_000393
2:189932831:189932831	NM_000393
2:189974958:189974958	NM_000393
2:190323530:190323530	NM_032168
2:190430177:190430177	NM_014585
2:190531426:190531426	NM_019048
2:191161622:191161622	NM_014362
2:191161622:191161622	NM_198047
2:191184475:191184475	NM_014362
2:191184475:191184475	NM_198047
2:191231458:191231458	NM_002194
2:191235901:191235901	NM_002194
2:191379268:191379268	NM_001142645
2:192250726:192250726	NM_001161819
2:192279327:192279327	NM_001161819
2:192701393:192701393	NM_004657
2:196673533:196673533	NM_018897
2:196791276:196791276	NM_018897
2:196822004:196822004	NM_018897
2:196851911:196851911	NM_018897
2:196866420:196866420	NM_018897
2:196892695:196892695	NM_018897
2:196922836:196922836	NM_018897
2:197004439:197004439	NM_004226
2:197021276:197021276	NM_004226
2:197021372:197021372	NM_004226
2:197118729:197118729	NM_020760
2:198257795:198257795	NM_012433
2:198265526:198265526	NM_012433
2:198283305:198283305	NM_012433
2:198362018:198362018	NM_199440
2:198508951:198508951	NM_144629
2:201355106:201355106	NM_152387
2:201436555:201436555	NM_001160033
2:201436555:201436555	NM_001160046
2:201436555:201436555	NM_152524
2:201637798:201637798	NR_001557
2:201778717:201778717	NM_006190
2:202025621:202025621	NM_001202515
2:202025621:202025621	NM_003879
2:202050677:202050677	NM_032974
2:202122995:202122995	NM_001080125
2:202260049:202260049	NM_015049
2:202264156:202264156	NM_015049
2:202337730:202337730	NM_001206864
2:202337730:202337730	NM_018571
2:202342402:202342402	NM_001206864
2:202342402:202342402	NM_018571
2:202356749:202356749	NM_001168221
2:202357949:202357949	NM_001168221
2:202410300:202410300	NM_152525
2:202469361:202469361	NM_152525
2:202575821:202575821	NM_020919
2:202598113:202598113	NM_020919
2:202625615:202625615	NM_020919
2:204062061:204062061	NM_001114132
2:204116690:204116690	NM_177538
2:204154552:204154552	NM_177538
2:204304214:204304214	NM_213589
2:204732714:204732714	NM_005214
2:206921451:206921451	NM_017759
2:207006676:207006676	NM_001199984
2:207008763:207008763	NM_001199984
2:207041053:207041053	NM_001098199
2:207041053:207041053	NM_001261452
2:207041053:207041053	NM_001261453
2:207041053:207041053	NM_001261454
2:207041053:207041053	NM_001261455
2:207041053:207041053	NM_005279
2:207041441:207041441	NM_001098199
2:207041441:207041441	NM_001261452
2:207041441:207041441	NM_001261453
2:207041441:207041441	NM_001261454
2:207041441:207041441	NM_001261455
2:207041441:207041441	NM_005279
2:207041933:207041933	NM_001098199
2:207041933:207041933	NM_001261452
2:207041933:207041933	NM_001261453
2:207041933:207041933	NM_001261454
2:207041933:207041933	NM_001261455
2:207041933:207041933	NM_005279
2:207603234:207603234	NM_001039845
2:207824384:207824384	NM_173077
2:207825656:207825656	NM_173077
2:207833983:207833983	NM_173077
2:207998800:207998800	NM_001270944
2:208633413:208633413	NM_003468
2:208841964:208841964	NM_001080475
2:208989037:208989037	NM_006891
2:209007559:209007559	NM_005210
2:209010558:209010558	NM_005210
2:209184980:209184980	NM_015040
2:209184999:209184999	NM_015040
2:209190330:209190330	NM_015040
2:209191082:209191082	NM_015040
2:209191099:209191099	NM_015040
2:209203249:209203249	NM_015040
2:209212707:209212707	NM_015040
2:209214770:209214770	NM_015040
2:209215586:209215586	NM_015040
2:209358027:209358027	NM_005048
2:210843383:210843383	NM_182587
2:210846925:210846925	NM_182587
2:211060050:211060050	NM_001608
2:211421452:211421452	NM_001122633
2:211456637:211456637	NM_001122633
2:211456639:211456639	NM_001122633
2:211481257:211481257	NM_001122633
2:211540507:211540507	NM_001122633
2:214727221:214727221	NM_024532
2:214794743:214794743	NM_024532
2:215595164:215595164	NM_000465
2:215632255:215632255	NM_000465
2:215632256:215632256	NM_000465
2:215645464:215645464	NM_000465
2:215674224:215674224	NM_000465
2:215820013:215820013	NM_173076
2:215876166:215876166	NM_173076
2:216235089:216235089	NM_212482
2:216242917:216242917	NM_212482
2:216249587:216249587	NM_212482
2:216272900:216272900	NM_212482
2:216272907:216272907	NM_212482
2:216300482:216300482	NM_212482
2:216878008:216878008	NM_018000
2:216908679:216908679	NM_018441
2:217012901:217012901	NM_021141
2:217148417:217148417	NM_020814
2:217541582:217541582	NM_000599
2:218674697:218674697	NM_022648
2:218683154:218683154	NM_022648
2:218695102:218695102	NM_022648
2:218712306:218712306	NM_022648
2:218712726:218712726	NM_022648
2:218712936:218712936	NM_022648
2:218940259:218940259	NM_198483
2:219144815:219144815	NM_022152
2:219146803:219146803	NM_022152
2:219231807:219231807	NM_198559
2:219249013:219249013	NM_000578
2:219254622:219254622	NM_000578
2:219266423:219266423	NM_001206878
2:219267781:219267781	NM_001206878
2:219553423:219553423	NM_015690
2:219555262:219555262	NM_015690
2:219562675:219562675	NM_015690
2:219892233:219892233	NM_001278295
2:219903258:219903258	NM_001278295
2:219903723:219903723	NM_194302
2:219920037:219920037	NM_002181
2:219920412:219920412	NM_002181
2:220037393:220037393	NM_015680
2:220037666:220037666	NM_015680
2:220040330:220040330	NM_015680
2:220046975:220046975	NM_024293
2:220081475:220081475	NM_005689
2:220083279:220083279	NM_005689
2:220283259:220283259	NM_001927
2:220283277:220283277	NM_001927
2:220284876:220284876	NM_001927
2:220309685:220309685	NM_005876
2:220333950:220333950	NM_005876
2:220353532:220353532	NM_005876
2:220379560:220379560	NM_182847
2:220399951:220399951	NM_182847
2:220404381:220404381	NM_024536
2:220404648:220404648	NM_024536
2:220404726:220404726	NM_024536
2:220405230:220405230	NM_024536
2:220406722:220406722	NM_024536
2:220439678:220439678	NM_002191
2:220500423:220500423	NM_201574
2:220500426:220500426	NM_201574
2:220502367:220502367	NM_201574
2:223161889:223161889	NM_001127366
2:223161889:223161889	NM_181458
2:223161889:223161889	NM_181459
2:223289516:223289516	NM_152386
2:223436607:223436607	NM_005687
2:223559089:223559089	NM_058165
2:223917629:223917629	NM_080671
2:223917812:223917812	NM_080671
2:223917983:223917983	NM_080671
2:225244352:225244352	NM_001122779
2:225244888:225244888	NM_001122779
2:225244923:225244923	NM_001122779
2:225719693:225719693	NM_014689
2:225750861:225750861	NM_014689
2:226273689:226273689	NM_020864
2:226447735:226447735	NM_020864
2:226491770:226491770	NM_020864
2:227660544:227660544	NM_005544
2:227662753:227662753	NM_005544
2:228111435:228111435	NM_000091
2:228113175:228113175	NM_000091
2:228128540:228128540	NM_000091
2:228135631:228135631	NM_000091
2:228147093:228147093	NM_000091
2:228194480:228194480	NM_001277061
2:228194481:228194481	NM_001277061
2:228416712:228416712	NM_001135188
2:228416712:228416712	NM_001135189
2:228416712:228416712	NM_004504
2:228493211:228493211	NM_020161
2:228758554:228758554	NM_178821
2:228855866:228855866	NM_030623
2:228883721:228883721	NM_030623
2:229890660:229890660	NM_001100818
2:230668858:230668858	NM_004238
2:231036860:231036860	NM_080424
2:231036866:231036866	NM_080424
2:231037616:231037616	NM_080424
2:231042276:231042276	NM_001185015
2:231050715:231050715	NM_001185015
2:231072709:231072709	NM_001185015
2:231077110:231077110	NM_001185015
2:231077676:231077676	NM_001185015
2:231077725:231077725	NM_001185015
2:231110582:231110582	NM_007237
2:231256812:231256812	NM_138402
2:231331896:231331896	NM_001080391
2:231333763:231333763	NM_001080391
2:231406680:231406680	NM_001080391
2:232072912:232072912	NM_025139
2:232087474:232087474	NM_025139
2:232087475:232087475	NM_025139
2:232458443:232458443	NM_152614
2:232952256:232952256	NM_001257281
2:233127979:233127979	NM_001257281
2:233201328:233201328	NM_152383
2:233243586:233243586	NM_001632
2:233244930:233244930	NM_001632
2:233245026:233245026	NM_001632
2:233245141:233245141	NM_001632
2:233273244:233273244	NM_031313
2:233274145:233274145	NM_031313
2:233274475:233274475	NM_031313
2:233349588:233349588	NM_004826
2:233708806:233708806	NM_001103146
2:233750074:233750074	NM_019850
2:233757697:233757697	NM_019850
2:233785015:233785015	NM_019850
2:233834975:233834975	NM_019850
2:234183368:234183368	NM_198890
2:234229320:234229320	NM_000541
2:234255548:234255548	NM_000541
2:234371351:234371351	NM_152879
2:234394487:234394487	NM_018218
2:234420361:234420361	NM_018218
2:234431981:234431981	NM_018218
2:234449316:234449316	NM_018218
2:234590616:234590616	NM_019077
2:234590969:234590969	NM_019077
2:234590970:234590970	NM_019077
2:234590974:234590974	NM_019077
2:234590975:234590975	NM_019077
2:234591205:234591205	NM_019077
2:234601965:234601965	NM_001072
2:234602191:234602191	NM_001072
2:234602202:234602202	NM_001072
2:234627937:234627937	NM_007120
2:234761225:234761225	NM_018410
2:234854540:234854540	NM_024080
2:234854552:234854552	NM_024080
2:234863788:234863788	NM_024080
2:234905078:234905078	NM_024080
2:234967539:234967539	NM_006944
2:236708166:236708166	NM_001037131
2:236761396:236761396	NM_001244888
2:237149941:237149941	NM_212556
2:237374309:237374309	NM_024726
2:238243292:238243292	NM_004369
2:238243464:238243464	NM_004369
2:238244781:238244781	NM_004369
2:238244923:238244923	NM_004369
2:238244963:238244963	NM_004369
2:238249717:238249717	NM_004369
2:238258814:238258814	NM_004369
2:238277573:238277573	NM_004369
2:238283605:238283605	NM_004369
2:238668802:238668802	NM_001137550
2:238671328:238671328	NM_004735
2:238733016:238733016	NM_001080504
2:239010719:239010719	NM_194312
2:239016539:239016539	NM_194312
2:239025630:239025630	NM_194312
2:239025645:239025645	NM_194312
2:239036270:239036270	NM_194312
2:239039075:239039075	NM_194312
2:239039637:239039637	NM_194312
2:239040187:239040187	NM_194312
2:239155053:239155053	NM_022817
2:239344412:239344412	NM_001040445
2:240003870:240003870	NM_006037
2:240061400:240061400	NM_006037
2:240946766:240946766	NM_004544
2:240961728:240961728	NM_004544
2:240969483:240969483	NM_001005853
2:241516094:241516094	NM_018226
2:241531479:241531479	NM_023085
2:241536126:241536126	NM_023083
2:241621869:241621869	NM_001102467
2:241631413:241631413	NM_198998
2:241631839:241631839	NM_198998
2:241631886:241631886	NM_198998
2:241631901:241631901	NM_198998
2:241713646:241713646	NM_004321
2:241830969:241830969	NM_001085437
2:241831005:241831005	NM_001085437
2:241834944:241834944	NM_001085437
2:241835379:241835379	NM_001085437
2:242021742:242021742	NM_001080437
2:242046785:242046785	NM_001252119
2:242046785:242046785	NM_001252122
2:242046785:242046785	NM_015148
2:242051777:242051777	NM_001252119
2:242051777:242051777	NM_001252122
2:242051777:242051777	NM_015148
2:242054403:242054403	NM_001252124
2:242062162:242062162	NM_001252119
2:242062162:242062162	NM_001252122
2:242062162:242062162	NM_015148
2:242077496:242077496	NM_001252119
2:242077496:242077496	NM_015148
2:242082262:242082262	NM_001252119
2:242082262:242082262	NM_001252122
2:242082262:242082262	NM_015148
2:242141719:242141719	NM_001001891
2:242157241:242157241	NM_001001891
2:242203916:242203916	NM_001243900
2:242206311:242206311	NM_001243900
2:242573211:242573211	NM_015963
2:242610773:242610773	NM_013325
2:242610773:242610773	NM_178326
2:242793273:242793273	NM_005018
2:242814009:242814009	NM_173821
3:361508:361508	NM_001253387
3:361508:361508	NM_001253388
3:361508:361508	NM_006614
3:439963:439963	NM_001253387
3:439963:439963	NM_006614
3:440028:440028	NM_001253387
3:440028:440028	NM_006614
3:1262474:1262474	NM_014461
3:1424718:1424718	NM_014461
3:1424850:1424850	NM_014461
3:3076401:3076401	NM_001206955
3:3076443:3076443	NM_001206955
3:3081750:3081750	NM_001206955
3:3081825:3081825	NM_001206955
3:3139957:3139957	NM_000564
3:3170792:3170792	NM_182916
3:3189279:3189279	NM_182916
3:3887876:3887876	NM_020873
3:4403837:4403837	NM_182760
3:4712413:4712413	NM_001168272
3:4767262:4767262	NM_001168272
3:4817057:4817057	NM_001168272
3:4842231:4842231	NM_001168272
3:4856180:4856180	NM_001168272
3:5024771:5024771	NM_003670
3:5229643:5229643	NM_014674
3:6903297:6903297	NM_000844
3:7188180:7188180	NM_000844
3:7620789:7620789	NM_000844
3:8809703:8809703	NM_000916
3:8955389:8955389	NM_020165
3:9406836:9406836	NM_001114092
3:9406836:9406836	NM_015453
3:9422210:9422210	NM_001114092
3:9422210:9422210	NM_015453
3:9425911:9425911	NM_001114092
3:9425911:9425911	NM_015453
3:9515054:9515054	NM_001080517
3:9783081:9783081	NM_004634
3:9799011:9799011	NM_016820
3:9871030:9871030	NM_001198793
3:9934605:9934605	NM_032492
3:9970031:9970031	NM_153461
3:9975247:9975247	NM_153461
3:9985656:9985656	NM_001031717
3:10085536:10085536	NM_001018115
3:10088266:10088266	NM_001018115
3:10088299:10088299	NM_001018115
3:10088308:10088308	NM_001018115
3:10088343:10088343	NM_001018115
3:10089723:10089723	NM_001018115
3:10091153:10091153	NM_001018115
3:10106532:10106532	NM_001018115
3:10138069:10138069	NM_001018115
3:10264480:10264480	NM_001570
3:10276163:10276163	NM_001570
3:10302172:10302172	NM_014760
3:10967739:10967739	NM_014229
3:10976876:10976876	NM_014229
3:11596302:11596302	NM_006395
3:11643465:11643465	NM_014667
3:11871215:11871215	NM_138807
3:11880760:11880760	NM_138807
3:11887991:11887991	NM_138807
3:12475557:12475557	NM_015869
3:12544829:12544829	NM_025265
3:12848822:12848822	NM_001162499
3:12856856:12856856	NM_012298
3:12858028:12858028	NM_012298
3:12859004:12859004	NM_012298
3:12861586:12861586	NM_012298
3:12861608:12861608	NM_012298
